Date,S&P_500,NASDAQ,Dow_Jones
4/19/1991,384.2,501.19,2965.59
4/26/1991,379.02,494.64,2912.38
5/3/1991,380.8,492.1,2938.86
5/10/1991,375.74,493.42,2920.17
5/17/1991,372.39,481.38,2886.63
5/24/1991,377.49,492.67,2913.91
5/31/1991,389.83,506.11,3027.5
6/7/1991,379.43,498.54,2976.74
6/14/1991,382.29,495.07,3000.45
6/21/1991,377.75,485.82,2965.56
6/28/1991,371.16,475.92,2906.75
7/5/1991,374.08,474.05,2932.47
7/12/1991,380.25,492.71,2980.77
7/19/1991,384.22,497.55,3016.32
7/26/1991,380.93,492.69,2972.5
8/2/1991,387.18,505.67,3006.26
8/9/1991,387.12,508.31,2996.2
8/16/1991,385.58,512.47,2968.02
8/23/1991,394.17,521.06,3040.25
8/30/1991,395.43,525.68,3043.6
9/6/1991,389.1,516.94,3011.63
9/13/1991,383.59,516.71,2985.69
9/20/1991,387.92,527.19,3019.23
9/27/1991,385.9,524.48,3006.04
10/4/1991,381.25,520.4,2961.76
10/11/1991,381.45,519.05,2983.68
10/18/1991,392.5,538.9,3077.15
10/25/1991,384.2,525.13,3004.92
11/1/1991,391.32,540.93,3056.35
11/8/1991,392.89,548.08,3045.62
11/15/1991,382.62,531.29,2943.2
11/22/1991,376.14,526.46,2902.73
11/29/1991,375.22,523.9,2894.68
12/6/1991,379.1,536.3,2886.4
12/13/1991,384.47,540.9,2914.36
12/20/1991,387.04,535.76,2934.48
12/27/1991,406.46,565.71,3101.52
1/3/1992,419.34,592.65,3201.48
1/10/1992,415.1,615.7,3199.46
1/17/1992,418.86,626.85,3264.98
1/24/1992,415.48,624.68,3232.78
1/31/1992,408.78,620.21,3223.39
2/7/1992,411.09,634.95,3225.4
2/14/1992,412.48,636.43,3245.97
2/21/1992,411.43,629.75,3280.19
2/28/1992,412.7,633.47,3267.67
3/6/1992,404.44,615.95,3221.6
3/13/1992,405.84,618.62,3235.91
3/20/1992,411.3,624.28,3276.39
3/27/1992,403.5,604.67,3231.44
4/3/1992,401.55,590.01,3249.11
4/10/1992,404.29,584.24,3255.37
4/16/1992,416.04,591.81,3366.5
4/24/1992,409.02,572.89,3324.46
5/1/1992,412.53,578.14,3336.09
5/8/1992,416.05,585.76,3369.41
5/15/1992,410.09,574.43,3353.09
5/22/1992,414.02,580.3,3386.77
5/29/1992,415.35,585.31,3396.88
6/5/1992,413.48,585.43,3398.69
6/12/1992,409.76,569.52,3354.36
6/19/1992,403.67,554.2,3285.35
6/26/1992,403.45,547.84,3282.41
7/2/1992,411.77,563.35,3330.29
7/10/1992,414.62,567.8,3330.56
7/17/1992,415.62,570.52,3331.64
7/24/1992,411.6,565.61,3285.71
7/31/1992,424.21,580.83,3393.78
8/7/1992,418.88,573.74,3332.18
8/14/1992,419.91,573.18,3328.94
8/21/1992,414.85,563.7,3254.09
8/28/1992,414.84,563.56,3267.61
9/4/1992,417.08,573.44,3281.93
9/11/1992,419.58,583.01,3305.7
9/18/1992,422.93,589.12,3327.05
9/25/1992,414.35,577.2,3250.32
10/2/1992,410.47,571.63,3200.61
10/9/1992,402.66,570.52,3136.58
10/16/1992,411.73,582.61,3174.41
10/23/1992,414.1,597.3,3207.64
10/30/1992,418.68,605.17,3226.28
11/6/1992,417.58,616.82,3240.06
11/13/1992,422.43,637.16,3233.03
11/20/1992,426.65,642.6,3227.36
11/27/1992,430.16,649.49,3282.2
12/4/1992,432.06,661.6,3288.68
12/11/1992,433.73,655.79,3304.08
12/18/1992,441.28,661.29,3313.27
12/24/1992,439.77,665.88,3326.24
12/31/1992,435.71,676.95,3301.11
1/8/1993,429.05,677.21,3251.67
1/15/1993,437.15,697.15,3271.12
1/22/1993,436.11,701.63,3256.81
1/29/1993,438.78,696.34,3310.03
2/5/1993,448.93,700.98,3442.14
2/12/1993,444.58,690.54,3392.43
2/19/1993,434.22,663.61,3322.18
2/26/1993,443.38,670.77,3370.81
3/5/1993,446.11,681.37,3404.58
3/12/1993,449.83,692.78,3427.82
3/19/1993,450.18,682.72,3471.58
3/26/1993,447.78,681.54,3439.98
4/2/1993,441.39,669.85,3370.81
4/8/1993,441.84,666.33,3396.48
4/16/1993,448.94,666.78,3478.61
4/23/1993,437.03,658.41,3413.77
4/30/1993,440.19,661.42,3427.55
5/7/1993,442.31,681.44,3437.19
5/14/1993,439.56,676.37,3443.01
5/21/1993,445.84,694.29,3492.83
5/28/1993,450.19,700.53,3527.43
6/4/1993,450.06,702.01,3545.14
6/11/1993,447.26,693.19,3505.01
6/18/1993,443.68,689.59,3494.77
6/25/1993,447.6,694.81,3490.89
7/2/1993,445.84,704.49,3483.97
7/9/1993,448.11,705.81,3521.06
7/16/1993,445.75,699.73,3528.29
7/23/1993,447.1,700.24,3546.74
7/30/1993,448.13,704.7,3539.47
8/6/1993,448.68,718.08,3560.43
8/13/1993,450.14,718.26,3569.65
8/20/1993,456.16,730.96,3615.48
8/27/1993,460.54,734.07,3640.63
9/3/1993,461.34,749.71,3633.93
9/10/1993,461.72,744.31,3621.63
9/17/1993,458.83,740.11,3613.25
9/24/1993,457.63,754.65,3543.11
10/1/1993,461.28,763.23,3581.11
10/8/1993,460.31,764.27,3584.74
10/15/1993,469.5,787.42,3629.73
10/22/1993,463.27,772.68,3649.3
10/29/1993,467.83,779.26,3680.59
11/5/1993,459.57,762.99,3643.43
11/12/1993,465.39,779.32,3684.51
11/19/1993,462.6,751.56,3694.01
11/26/1993,463.06,754.87,3683.95
12/3/1993,464.89,772.22,3704.07
12/10/1993,463.93,760.74,3740.67
12/17/1993,466.38,759.23,3751.57
12/23/1993,467.38,758.7,3757.72
12/31/1993,466.45,776.8,3754.09
1/7/1994,469.9,782.94,3820.77
1/14/1994,474.91,792.31,3867.2
1/21/1994,474.72,794.28,3914.48
1/28/1994,478.7,796.53,3945.43
2/4/1994,469.81,777.28,3871.42
2/11/1994,470.18,781.39,3894.78
2/18/1994,467.69,788.85,3887.46
2/25/1994,466.07,783.78,3838.78
3/4/1994,464.74,790.55,3832.3
3/11/1994,466.44,789.2,3862.7
3/18/1994,471.06,803.93,3895.65
3/25/1994,460.58,783.45,3774.73
3/31/1994,445.77,743.46,3635.96
4/8/1994,447.1,748.71,3674.26
4/15/1994,446.18,727.97,3661.47
4/22/1994,447.63,722.56,3648.68
4/29/1994,450.91,733.84,3681.69
5/6/1994,447.82,732.86,3669.5
5/13/1994,444.14,716.92,3659.68
5/20/1994,454.92,726.7,3766.35
5/27/1994,457.33,733.14,3757.14
6/3/1994,460.13,742.38,3772.22
6/10/1994,458.67,734.25,3773.45
6/17/1994,458.45,729.35,3776.78
6/24/1994,442.8,693.79,3636.94
7/1/1994,446.2,706.85,3646.65
7/8/1994,449.55,707.46,3709.14
7/15/1994,454.16,721.36,3753.81
7/22/1994,453.11,716.68,3735.04
7/29/1994,458.26,722.16,3764.5
8/5/1994,457.09,718.67,3747.02
8/12/1994,461.94,731.61,3768.71
8/19/1994,463.68,742.43,3755.11
8/26/1994,473.8,762.94,3881.05
9/2/1994,470.99,759.23,3885.58
9/9/1994,468.18,763.73,3874.81
9/16/1994,471.19,777.91,3933.35
9/23/1994,459.67,757.46,3831.75
9/30/1994,462.71,764.29,3843.19
10/7/1994,455.1,749.96,3797.43
10/14/1994,469.1,767.08,3910.47
10/21/1994,464.89,765.38,3891.3
10/28/1994,473.77,776.15,3930.66
11/4/1994,462.28,766.08,3807.52
11/11/1994,462.35,762.12,3801.47
11/18/1994,461.47,764.67,3815.26
11/25/1994,452.29,742.52,3708.27
12/2/1994,453.3,745.02,3745.62
12/9/1994,446.96,719.05,3691.11
12/16/1994,458.8,729.07,3807.19
12/23/1994,459.83,742.19,3833.43
12/30/1994,459.27,751.96,3834.44
1/6/1995,460.68,749.69,3867.41
1/13/1995,465.97,762.16,3908.46
1/20/1995,464.78,762.05,3869.43
1/27/1995,470.39,758.91,3857.99
2/3/1995,478.65,772.06,3928.64
2/10/1995,481.46,790.43,3939.07
2/17/1995,481.97,786.97,3953.54
2/24/1995,488.11,791.08,4011.74
3/3/1995,485.42,798.79,3989.61
3/10/1995,489.57,802.22,4035.61
3/17/1995,495.52,808.33,4073.65
3/24/1995,500.97,818.66,4138.67
3/31/1995,500.71,817.21,4157.69
4/7/1995,506.42,814.69,4192.62
4/13/1995,509.23,832.64,4208.18
4/21/1995,508.49,823.44,4270.09
4/28/1995,514.71,843.98,4321.27
5/5/1995,520.12,843.53,4343.4
5/12/1995,525.55,858.94,4430.56
5/19/1995,519.19,864.57,4341.33
5/26/1995,523.65,871.87,4369
6/2/1995,532.51,872.97,4444.39
6/9/1995,527.94,884.38,4423.99
6/16/1995,539.83,908.65,4510.79
6/23/1995,549.71,938.87,4585.84
6/30/1995,544.75,933.45,4556.1
7/7/1995,556.37,969.76,4702.73
7/14/1995,559.89,999.33,4708.82
7/21/1995,553.62,961.77,4641.55
7/28/1995,562.93,1005.28,4715.51
8/4/1995,558.94,991.09,4683.46
8/11/1995,555.11,1004.11,4618.3
8/18/1995,559.21,1031.28,4617.6
8/25/1995,560.1,1019.97,4601.4
9/1/1995,563.84,1019.47,4647.54
9/8/1995,572.68,1060.03,4700.72
9/15/1995,583.35,1051.1,4797.57
9/22/1995,581.73,1053.39,4764.15
9/29/1995,584.41,1043.54,4789.08
10/6/1995,582.49,1012.04,4769.21
10/13/1995,584.5,1018.38,4793.78
10/20/1995,587.46,1039.53,4794.86
10/27/1995,579.7,1025.55,4741.75
11/3/1995,590.57,1065.66,4825.57
11/10/1995,592.72,1063.87,4870.37
11/17/1995,600.07,1045.03,4989.95
11/24/1995,599.97,1030.17,5048.84
12/1/1995,606.98,1055.31,5087.13
12/8/1995,617.48,1062.41,5156.86
12/15/1995,616.34,1030.48,5176.73
12/22/1995,611.95,1046.89,5097.97
12/29/1995,615.93,1052.13,5117.12
1/5/1996,616.71,1033.47,5181.43
1/12/1996,601.81,1008.23,5061.12
1/19/1996,611.83,1018.45,5184.68
1/26/1996,621.62,1040.96,5271.75
2/2/1996,635.84,1072.11,5373.99
2/9/1996,656.37,1094.6,5541.62
2/16/1996,647.98,1090.71,5503.32
2/23/1996,659.08,1117.79,5630.49
3/1/1996,644.37,1086.08,5536.56
3/8/1996,633.5,1063.73,5470.45
3/15/1996,641.43,1099.59,5584.97
3/22/1996,650.62,1102.22,5636.64
3/29/1996,645.5,1101.4,5587.14
4/4/1996,655.86,1118.21,5682.88
4/12/1996,636.71,1100.94,5532.59
4/19/1996,645.07,1138.7,5535.48
4/26/1996,653.46,1186.89,5567.99
5/3/1996,641.63,1184.6,5478.03
5/10/1996,652.09,1202.76,5518.14
5/17/1996,668.91,1241.88,5687.5
5/24/1996,678.51,1247.8,5762.86
5/31/1996,669.12,1243.43,5643.18
6/7/1996,673.31,1229.76,5697.11
6/14/1996,665.85,1213.18,5649.45
6/21/1996,666.84,1175.44,5705.23
6/28/1996,670.63,1185.02,5654.63
7/5/1996,657.44,1158.35,5588.14
7/12/1996,646.19,1103.49,5510.56
7/19/1996,638.73,1097.68,5426.82
7/26/1996,635.9,1079.44,5473.06
8/2/1996,662.49,1124.92,5679.83
8/9/1996,662.1,1137.27,5681.31
8/16/1996,665.21,1133.65,5689.45
8/23/1996,667.03,1143.05,5722.74
8/30/1996,651.99,1141.5,5616.21
9/6/1996,655.68,1139.39,5659.86
9/13/1996,680.54,1188.67,5838.52
9/20/1996,687.03,1219.69,5888.46
9/27/1996,686.19,1230.05,5872.92
10/4/1996,701.46,1247.56,5992.86
10/11/1996,700.66,1248.27,5969.38
10/18/1996,710.82,1242.48,6094.23
10/25/1996,700.92,1222.6,6007.02
11/1/1996,703.77,1221.78,6021.93
11/8/1996,730.82,1257.51,6219.82
11/15/1996,737.62,1261.8,6348.03
11/22/1996,748.73,1274.36,6471.76
11/29/1996,757.02,1292.61,6521.7
12/6/1996,739.6,1287.68,6381.94
12/13/1996,728.64,1284.91,6304.87
12/20/1996,748.87,1288.56,6484.4
12/27/1996,756.79,1291.38,6560.91
1/3/1997,748.03,1310.68,6544.09
1/10/1997,759.5,1332.02,6703.79
1/17/1997,776.17,1349.05,6833.1
1/24/1997,770.52,1363.83,6696.48
1/31/1997,786.16,1379.85,6813.09
2/7/1997,789.56,1357.71,6855.8
2/14/1997,808.48,1367.19,6988.96
2/21/1997,801.77,1334.32,6931.62
2/28/1997,790.82,1309,6877.74
3/7/1997,804.97,1311.8,7000.89
3/14/1997,793.17,1292.97,6935.46
3/21/1997,784.1,1254.07,6804.79
3/27/1997,773.88,1249.51,6740.59
4/4/1997,757.9,1236.73,6526.07
4/11/1997,737.65,1206.9,6391.69
4/18/1997,766.34,1222.57,6703.55
4/25/1997,765.37,1209.29,6738.87
5/2/1997,812.97,1305.33,7071.2
5/9/1997,824.78,1335.05,7169.53
5/16/1997,829.75,1340.73,7194.67
5/23/1997,847.03,1389.72,7345.91
5/30/1997,848.28,1400.32,7331.04
6/6/1997,858.01,1404.84,7435.78
6/13/1997,893.27,1423.03,7782.04
6/20/1997,898.7,1447.1,7796.51
6/27/1997,887.3,1438.15,7687.72
7/3/1997,916.92,1467.61,7895.81
7/11/1997,916.68,1502.62,7921.82
7/18/1997,915.3,1547.99,7890.46
7/25/1997,938.79,1569.58,8113.44
8/1/1997,947.14,1594.33,8194.04
8/8/1997,933.54,1598.52,8031.22
8/15/1997,900.81,1562.03,7694.66
8/22/1997,923.54,1598.69,7887.91
8/29/1997,899.47,1587.32,7622.42
9/5/1997,929.05,1635.77,7822.41
9/12/1997,923.91,1649.33,7742.97
9/19/1997,950.51,1680.36,7917.27
9/26/1997,945.22,1682.24,7922.18
10/3/1997,965.03,1715.87,8038.58
10/10/1997,966.98,1739.03,8045.21
10/17/1997,944.16,1666.85,7847.03
10/24/1997,941.64,1650.92,7715.41
10/31/1997,914.62,1593.61,7442.08
11/7/1997,927.51,1602.4,7581.32
11/14/1997,928.35,1583.51,7572.48
11/21/1997,963.09,1620.75,7881.07
11/28/1997,955.4,1600.55,7823.13
12/5/1997,983.79,1633.9,8149.13
12/12/1997,953.39,1536.58,7838.3
12/19/1997,946.78,1524.74,7756.29
12/26/1997,936.46,1511.38,7679.31
1/2/1998,975.04,1581.53,7965.04
1/9/1998,927.69,1503.22,7580.42
1/16/1998,961.51,1562.88,7753.55
1/23/1998,957.59,1575.93,7700.74
1/30/1998,980.28,1619.36,7906.5
2/6/1998,1012.46,1694.35,8189.49
2/13/1998,1020.09,1710.42,8370.1
2/20/1998,1034.21,1728.13,8413.94
2/27/1998,1049.34,1770.51,8545.72
3/6/1998,1055.69,1753.49,8569.39
3/13/1998,1068.61,1771.66,8602.52
3/20/1998,1099.16,1789.16,8906.43
3/27/1998,1095.44,1823.62,8796.08
4/3/1998,1122.7,1855.4,8983.41
4/9/1998,1110.67,1820.24,8994.86
4/17/1998,1122.72,1866.6,9167.5
4/24/1998,1107.9,1868.96,9064.62
5/1/1998,1121,1873.44,9147.07
5/8/1998,1108.14,1864.37,9055.15
5/15/1998,1108.73,1846.77,9096
5/22/1998,1110.47,1805,9114.44
5/29/1998,1090.82,1778.87,8899.95
6/5/1998,1113.86,1782.92,9037.71
6/12/1998,1098.84,1745.05,8834.94
6/19/1998,1100.65,1781.29,8712.87
6/26/1998,1133.2,1869.53,8944.54
7/2/1998,1146.42,1894,9025.26
7/10/1998,1164.33,1943.04,9105.74
7/17/1998,1186.75,2008.76,9337.97
7/24/1998,1140.8,1930.99,8937.36
7/31/1998,1120.67,1872.39,8883.29
8/7/1998,1089.45,1846.77,8598.02
8/14/1998,1062.75,1790.19,8425
8/21/1998,1081.24,1797.61,8533.65
8/28/1998,1027.14,1639.68,8051.68
9/4/1998,973.89,1566.52,7640.25
9/11/1998,1009.06,1641.64,7795.5
9/18/1998,1020.09,1663.77,7895.66
9/25/1998,1044.75,1743.59,8028.77
10/2/1998,1002.6,1614.98,7784.69
10/9/1998,984.39,1492.49,7899.52
10/16/1998,1056.42,1620.95,8416.76
10/23/1998,1070.67,1693.86,8452.29
10/30/1998,1098.67,1771.39,8592.1
11/6/1998,1141.01,1856.56,8975.46
11/13/1998,1125.72,1847.99,8919.59
11/20/1998,1163.55,1928.21,9159.55
11/27/1998,1192.33,2016.44,9333.08
12/4/1998,1176.74,2003.16,9016.14
12/11/1998,1166.46,2029.31,8821.76
12/18/1998,1188.03,2086.14,8903.63
12/24/1998,1226.27,2163.04,9217.99
12/31/1998,1229.23,2192.69,9181.43
1/8/1999,1275.09,2344.41,9643.32
1/15/1999,1243.26,2348.2,9340.55
1/22/1999,1225.19,2338.88,9120.67
1/29/1999,1279.64,2505.89,9358.83
2/5/1999,1239.4,2373.62,9304.24
2/12/1999,1230.13,2321.89,9274.89
2/19/1999,1239.22,2283.6,9339.95
2/26/1999,1238.33,2288.03,9306.58
3/5/1999,1275.47,2337.11,9736.08
3/12/1999,1294.59,2381.53,9876.35
3/19/1999,1299.29,2421.27,9903.55
3/26/1999,1282.8,2419.17,9822.24
4/1/1999,1293.72,2493.37,9832.51
4/9/1999,1348.35,2593.05,10173.84
4/16/1999,1319,2484.04,10493.89
4/23/1999,1356.85,2590.69,10689.67
4/30/1999,1335.18,2542.85,10789.04
5/7/1999,1345,2503.62,11031.59
5/14/1999,1337.8,2527.86,10913.32
5/21/1999,1330.29,2520.14,10829.28
5/28/1999,1301.84,2470.52,10559.74
6/4/1999,1327.75,2478.34,10799.84
6/11/1999,1293.64,2447.88,10490.51
6/18/1999,1342.84,2563.44,10855.56
6/25/1999,1315.31,2552.65,10552.56
7/2/1999,1391.22,2741.02,11139.24
7/9/1999,1403.28,2793.07,11193.7
7/16/1999,1418.78,2864.48,11209.84
7/23/1999,1356.94,2692.4,10910.96
7/30/1999,1328.72,2638.49,10655.15
8/6/1999,1300.29,2547.97,10714.03
8/13/1999,1327.68,2637.81,10973.65
8/20/1999,1336.61,2648.33,11100.61
8/27/1999,1348.27,2758.9,11090.17
9/3/1999,1357.24,2843.11,11078.45
9/10/1999,1351.66,2887.06,11028.43
9/17/1999,1335.42,2869.62,10803.63
9/23/1999,,,10318.59
9/24/1999,1277.36,,
10/1/1999,1282.81,2736.85,10273
10/8/1999,1336.02,2886.57,10649.76
10/15/1999,1247.41,2731.83,10019.71
10/22/1999,1301.65,2816.52,10470.25
10/29/1999,1362.93,2966.43,10729.86
11/5/1999,1370.23,3102.29,10704.48
11/12/1999,1396.04,3191.08,10769.32
11/19/1999,1422,3369.25,11003.89
11/26/1999,1416.62,3447.81,10988.91
12/3/1999,1433.3,3520.63,11286.18
12/10/1999,1417.04,3620.24,11224.7
12/17/1999,1421.05,3753.06,11257.43
12/23/1999,1458.34,3969.44,11405.76
12/31/1999,1469.25,4069.31,11497.12
1/7/2000,1441.47,3882.62,11522.56
1/14/2000,1465.15,4064.27,11722.98
1/21/2000,1441.36,4235.4,11251.71
1/28/2000,1360.16,3887.07,10738.87
2/4/2000,1424.37,4244.14,10963.8
2/11/2000,1387.12,4395.45,10425.21
2/18/2000,1346.09,4411.74,10219.52
2/25/2000,1333.36,4590.5,9862.12
3/3/2000,1409.17,4914.79,10367.2
3/10/2000,1395.07,5048.62,9928.82
3/17/2000,1464.47,4798.13,10595.23
3/24/2000,1527.46,4963.03,11112.72
3/31/2000,1498.58,4572.83,10921.92
4/7/2000,1516.35,4446.45,11111.48
4/14/2000,1357.31,3321.29,10305.77
4/20/2000,1434.54,3643.88,10844.05
4/28/2000,1452.43,3860.66,10733.91
5/5/2000,1432.63,3816.82,10577.86
5/12/2000,1420.96,3529.06,10609.37
5/19/2000,1406.95,3390.4,10626.85
5/26/2000,1378.02,3205.11,10299.24
6/2/2000,1477.26,3813.38,10794.76
6/9/2000,1456.95,3874.84,10614.06
6/16/2000,1464.46,3860.56,10449.3
6/23/2000,1441.48,3845.34,10404.75
6/30/2000,1454.6,3966.11,10447.89
7/7/2000,1478.9,4023.2,10635.98
7/14/2000,1509.98,4246.18,10812.75
7/21/2000,1480.19,4094.45,10733.56
7/28/2000,1419.89,3663,10511.17
8/4/2000,1462.93,3787.36,10767.75
8/11/2000,1471.84,3789.47,11027.8
8/18/2000,1491.72,3930.34,11046.48
8/25/2000,1506.46,4042.68,11192.63
9/1/2000,1520.77,4234.33,11238.78
9/8/2000,1494.5,3978.41,11220.65
9/15/2000,1465.81,3835.23,10927
9/22/2000,1448.72,3803.76,10847.37
9/29/2000,1436.51,3672.82,10650.92
10/6/2000,1408.99,3361.01,10596.54
10/13/2000,1374.17,3316.77,10192.18
10/20/2000,1396.93,3483.14,10226.59
10/27/2000,1379.58,3278.36,10590.62
11/3/2000,1426.69,3451.58,10817.95
11/10/2000,1365.98,3028.99,10602.95
11/17/2000,1367.72,3027.19,10629.87
11/24/2000,1341.77,2904.38,10470.23
12/1/2000,1315.23,2645.29,10373.54
12/8/2000,1369.89,2917.43,10712.91
12/15/2000,1312.15,2653.27,10434.96
12/22/2000,1305.95,2517.02,10635.56
12/29/2000,1320.28,2470.52,10786.85
1/5/2001,1298.35,2407.65,10662.01
1/12/2001,1318.55,2626.5,10525.38
1/19/2001,1342.55,2770.38,10587.59
1/26/2001,1354.95,2781.3,10659.98
2/2/2001,1349.47,2660.5,10864.1
2/9/2001,1314.76,2470.97,10781.45
2/16/2001,1301.53,2425.38,10799.82
2/23/2001,1245.86,2262.51,10441.9
3/2/2001,1234.18,2117.63,10466.31
3/9/2001,1233.42,2052.78,10644.62
3/16/2001,1150.53,1890.91,9823.41
3/23/2001,1139.83,1928.68,9504.78
3/30/2001,1160.33,1840.26,9878.78
4/6/2001,1128.43,1720.36,9791.09
4/12/2001,1183.5,1961.43,10126.94
4/20/2001,1242.98,2163.41,10579.85
4/27/2001,1253.05,2075.68,10810.05
5/4/2001,1266.61,2191.53,10951.24
5/11/2001,1245.67,2107.43,10821.31
5/18/2001,1291.96,2198.83,11301.74
5/25/2001,1277.89,2251.03,11005.37
6/1/2001,1260.67,2149.44,10990.41
6/8/2001,1264.96,2215.1,10977
6/15/2001,1214.36,2028.43,10623.64
6/22/2001,1225.35,2034.84,10604.59
6/29/2001,1224.38,2160.54,10502.4
7/6/2001,1190.59,2004.16,10252.68
7/13/2001,1215.68,2084.79,10539.06
7/20/2001,1210.85,2029.37,10576.65
7/27/2001,1205.82,2029.07,10416.67
8/3/2001,1214.35,2066.33,10512.78
8/10/2001,1190.16,1956.47,10416.25
8/17/2001,1161.97,1867.01,10240.78
8/24/2001,1184.93,1916.8,10423.17
8/31/2001,1133.58,1805.43,9949.75
9/7/2001,1085.78,1687.7,9605.85
9/10/2001,,,9605.51
9/11/2001,1092.54,1695.37,
9/21/2001,965.8,1423.19,8235.81
9/28/2001,1040.94,1498.8,8847.56
10/5/2001,1071.38,1605.3,9119.77
10/12/2001,1091.65,1703.4,9344.16
10/19/2001,1073.48,1671.31,9204.11
10/26/2001,1104.61,1768.96,9545.17
11/2/2001,1087.2,1745.73,9323.54
11/9/2001,1120.31,1828.48,9608
11/16/2001,1138.65,1898.58,9866.99
11/23/2001,1150.34,1903.2,9959.71
11/30/2001,1139.45,1930.58,9851.56
12/7/2001,1158.31,2021.26,10049.46
12/14/2001,1123.07,1953.17,9811.15
12/21/2001,1144.89,1945.83,10035.34
12/28/2001,1161.02,1987.26,10136.99
1/4/2002,1172.51,2059.38,10259.74
1/11/2002,1145.6,2022.46,9987.53
1/18/2002,1127.58,1930.34,9771.85
1/25/2002,1133.28,1937.7,9840.08
2/1/2002,1122.2,1911.24,9907.26
2/8/2002,1096.22,1818.88,9744.24
2/15/2002,1104.18,1805.2,9903.04
2/22/2002,1089.84,1724.54,9968.15
3/1/2002,1131.78,1802.74,10368.86
3/8/2002,1164.31,1929.67,10572.49
3/15/2002,1166.16,1868.3,10607.23
3/22/2002,1148.7,1851.39,10427.67
3/28/2002,1147.39,1845.35,10403.94
4/5/2002,1122.73,1770.03,10271.64
4/12/2002,1111.01,1756.19,10190.82
4/19/2002,1125.17,1796.83,10257.11
4/26/2002,1076.32,1663.89,9910.72
5/3/2002,1073.43,1613.03,10006.63
5/10/2002,1054.99,1600.85,9939.92
5/17/2002,1106.59,1741.39,10353.08
5/24/2002,1083.82,1661.49,10104.26
5/31/2002,1067.14,1615.73,9925.25
6/7/2002,1027.53,1535.48,9589.67
6/14/2002,1007.27,1504.74,9474.21
6/21/2002,989.14,1440.96,9253.79
6/28/2002,989.82,1463.21,9243.26
7/5/2002,989.03,1448.36,9379.5
7/12/2002,921.39,1373.5,8684.53
7/19/2002,847.75,1319.15,8019.26
7/26/2002,852.84,1262.12,8264.39
8/2/2002,864.24,1247.92,8313.13
8/9/2002,908.64,1306.12,8745.45
8/16/2002,928.77,1361.01,8778.06
8/23/2002,940.86,1380.62,8872.96
8/30/2002,916.07,1314.85,8663.5
9/6/2002,893.92,1295.3,8427.2
9/13/2002,889.81,1291.4,8312.69
9/20/2002,845.39,1221.09,7986.02
9/27/2002,827.37,1199.16,7701.45
10/4/2002,800.58,1139.9,7528.4
10/11/2002,835.32,1210.47,7850.29
10/18/2002,884.39,1287.86,8322.4
10/25/2002,897.65,1331.13,8443.99
11/1/2002,900.96,1360.7,8517.64
11/8/2002,894.74,1359.28,8537.13
11/15/2002,909.83,1411.14,8579.09
11/22/2002,930.55,1468.74,8804.84
11/29/2002,936.31,1478.78,8896.09
12/6/2002,912.23,1422.44,8645.77
12/13/2002,890.99,1362.42,8433.71
12/20/2002,892.1,1363.05,8511.32
12/27/2002,874.73,1348.31,8303.78
1/3/2003,908.59,1387.08,8601.69
1/10/2003,927.57,1447.72,8784.95
1/17/2003,901.78,1376.19,8586.74
1/24/2003,861.4,1342.14,8131.01
1/31/2003,855.7,1320.91,8053.81
2/7/2003,829.69,1282.47,7864.23
2/14/2003,834.89,1310.17,7908.8
2/21/2003,848.17,1349.02,8018.11
2/28/2003,841.15,1337.52,7891.08
3/7/2003,828.89,1305.29,7740.03
3/14/2003,833.27,1340.33,7859.71
3/21/2003,895.89,1421.84,8521.97
3/28/2003,863.5,1369.6,8145.77
4/4/2003,878.85,1383.51,8277.15
4/11/2003,868.3,1358.85,8203.41
4/17/2003,893.58,1425.5,8337.65
4/25/2003,898.81,1434.54,8306.35
5/2/2003,930.08,1502.88,8582.68
5/9/2003,933.41,1520.15,8604.6
5/16/2003,944.3,1538.53,8678.97
5/23/2003,933.22,1510.09,8601.38
5/30/2003,963.59,1595.91,8850.26
6/6/2003,987.76,1627.42,9062.79
6/13/2003,988.61,1626.49,9117.12
6/19/2003,994.7,,
6/20/2003,,,9200.75
6/27/2003,976.22,1625.26,8989.05
7/3/2003,985.7,1663.46,9070.21
7/11/2003,998.14,1733.93,9119.59
7/18/2003,993.32,1708.5,9188.15
7/25/2003,998.68,1730.7,9284.57
8/1/2003,980.15,1715.62,9153.97
8/8/2003,977.59,1644.03,9191.09
8/15/2003,990.67,1702.01,9321.69
8/22/2003,993.06,1765.32,9348.87
8/29/2003,1008.01,1810.45,9415.82
9/5/2003,1021.39,1858.24,9503.34
9/12/2003,1018.63,1855.03,9471.55
9/19/2003,1036.3,1905.7,9644.82
9/26/2003,996.85,1792.07,9313.08
10/3/2003,1029.85,1880.57,9572.31
10/10/2003,1038.06,1915.31,9674.68
10/17/2003,1039.32,1912.36,9721.79
10/24/2003,1028.91,1865.59,9582.46
10/31/2003,1050.71,1932.21,9801.12
11/7/2003,1053.21,1970.74,9809.79
11/14/2003,1050.35,1930.26,9768.68
11/21/2003,1035.28,1893.88,9628.53
11/28/2003,1058.2,1960.26,9782.46
12/5/2003,1061.5,1937.82,9862.68
12/12/2003,1074.14,1949,10042.16
12/19/2003,1088.66,1951.02,10278.22
12/26/2003,1095.89,1973.14,10324.67
1/2/2004,1108.48,2006.68,10409.85
1/9/2004,1121.86,2086.92,10458.89
