,Unnamed: 0,location,side_a,side_b,territory_name,start_date,start_date2,region,type_of_conflict,S&P_500,NASDAQ,Dow_Jones
449,2153,Russia (Soviet Union),Government of Russia (Soviet Union),Republic of Armenia,Nagorno-Karabakh,1990-01-19,1990-08-31,1,3,322.56,381.2,2614.36
450,2154,Russia (Soviet Union),Government of Russia (Soviet Union),APF,Azerbaijan,1990-01-20,1990-01-23,1,3,325.8,421.3,2559.23
451,2155,Trinidad and Tobago,Government of Trinidad and Tobago,Jamaat al-Muslimeen,,1990-07-27,1990-08-02,5,3,344.86,417.5,2809.65
452,2156,Djibouti,Government of Djibouti,FRUD,,1991-11-12,1991-11-13,4,3,382.62,531.29,2943.2
453,2157,Djibouti,Government of Djibouti,FRUD,,1991-11-12,1991-11-13,4,3,382.62,531.29,2943.2
454,2158,Djibouti,Government of Djibouti,FRUD,,1991-11-12,1991-11-13,4,3,382.62,531.29,2943.2
455,2159,Djibouti,Government of Djibouti,FRUD,,1991-11-12,1991-11-13,4,3,382.62,531.29,2943.2
456,2160,Djibouti,Government of Djibouti,FRUD-C,,1991-11-12,1999-07-24,4,3,1356.94,2692.4,10910.96
457,2161,Georgia,Government of Georgia,National Guard and Mkhedrioni,,1991-12-22,1991-12-28,1,3,406.46,565.71,3101.52
458,2162,Georgia,Government of Georgia,Zviadists,,1991-12-22,1991-12-28,1,3,406.46,565.71,3101.52
459,2163,Georgia,Government of Georgia,Zviadists,,1991-12-22,1991-12-28,1,3,406.46,565.71,3101.52
460,2164,Haiti,Government of Haiti,Military faction (forces of Himmler Rebu and Guy Francois),,1989-04-03,1989-04-08,5,3,297.16,410.7,2304.8
461,2165,Haiti,Government of Haiti,Military faction (forces of Raol C̩dras),,1989-04-03,1991-10-02,5,3,381.25,520.4,2961.76
462,2166,Haiti,Government of Haiti,"FLRN, OP Lavalas",,1989-04-03,2004-02-08,5,3,1142.76,2064.01,10593.03
463,2167,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
464,2168,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
465,2169,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
466,2170,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
467,2171,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
468,2172,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
469,2173,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
470,2174,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
471,2175,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
472,2176,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
473,2177,Sierra Leone,Government of Sierra Leone,RUF,,1991-03-23,1991-04-01,4,3,375.36,495.79,2896.78
474,2178,Turkey,Government of Turkey,DHKP-C,,1987-12-31,1991-07-13,2,3,380.25,492.71,2980.77
475,2179,Turkey,Government of Turkey,DHKP-C,,1987-12-31,1991-07-13,2,3,380.25,492.71,2980.77
476,2180,Turkey,Government of Turkey,DHKP-C,,1987-12-31,1995-07-16,2,3,559.89,999.33,4708.82
477,2181,Turkey,Government of Turkey,MKP,,1987-12-31,2005-06-17,2,3,1216.96,2090.11,10623.07
478,2182,Turkey,Government of Turkey,"TAK, Yurtta Sulh Konseyi",,1987-12-31,2016-02-17,2,3,1917.78,4504.43,16391.99
479,2183,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),Republic of Slovenia,Slovenia,1991-06-27,1991-06-28,1,3,371.16,475.92,2906.75
480,2184,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),"Croatian irregulars, Republic of Croatia",Croatia,1991-07-09,1991-07-27,1,3,380.93,492.69,2972.5
481,2185,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),Republic of Croatia,Croatia,1991-07-09,1991-07-27,1,3,380.93,492.69,2972.5
482,2186,Algeria,Government of Algeria,Takfir wa'l Hijra,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
483,2187,Algeria,Government of Algeria,AIS,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
484,2188,Algeria,Government of Algeria,"AIS, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
485,2189,Algeria,Government of Algeria,"AIS, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
486,2190,Algeria,Government of Algeria,"AIS, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
487,2191,Algeria,Government of Algeria,"AIS, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
488,2192,Algeria,Government of Algeria,"AIS, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
489,2193,Algeria,Government of Algeria,GIA,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
490,2194,Algeria,Government of Algeria,"AQIM, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
491,2195,Algeria,Government of Algeria,"AQIM, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
492,2196,Algeria,Government of Algeria,"AQIM, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
493,2197,Algeria,Government of Algeria,"AQIM, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
494,2198,Algeria,Government of Algeria,"AQIM, GIA",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
495,2199,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2001-09-11,5,4,1092.54,1695.37,
496,2200,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
497,2201,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
498,2202,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
499,2203,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
500,2204,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
501,2205,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
502,2206,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
503,2207,Algeria,Government of Algeria,"AQIM, MUJAO",,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
504,2208,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
505,2209,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
506,2210,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
507,2211,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
508,2212,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
509,2213,Algeria,Government of Algeria,AQIM,,1985-08-27,1991-12-09,4,3,379.1,536.3,2886.4
510,2214,Algeria,Government of Algeria,AQIM,,1985-08-27,2020-12-02,4,3,2446.3,6301.8857,21865.37
511,2215,Angola,Government of Angola,FLEC-R,Cabinda,1989-08-04,1991-12-31,4,3,419.34,592.65,3201.48
512,2216,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,1991-12-31,4,3,419.34,592.65,3201.48
513,2217,Angola,Government of Angola,"FLEC-FAC, FLEC-R",Cabinda,1989-08-04,1994-12-31,4,3,459.27,751.96,3834.44
514,2218,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,1994-12-31,4,3,459.27,751.96,3834.44
515,2219,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,1994-12-31,4,3,459.27,751.96,3834.44
516,2220,Angola,Government of Angola,"FLEC-FAC, FLEC-R",Cabinda,1989-08-04,1994-12-31,4,3,459.27,751.96,3834.44
517,2221,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,1994-12-31,4,3,459.27,751.96,3834.44
518,2222,Angola,Government of Angola,"FLEC-FAC, FLEC-R",Cabinda,1989-08-04,2002-11-12,4,3,909.83,1411.14,8579.09
519,2223,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,2002-11-12,4,3,909.83,1411.14,8579.09
520,2224,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,2002-11-12,4,3,909.83,1411.14,8579.09
521,2225,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,2007-12-31,4,3,1478.49,2674.46,13365.87
522,2226,Angola,Government of Angola,FLEC-FAC,Cabinda,1989-08-04,2009-12-31,4,3,1144.98,2317.17,10618.19
523,2227,Angola,Government of Angola,FLEC-FAC-TN,Cabinda,1989-08-04,2016-12-31,4,3,2238.83,5383.12,19762.6
524,2228,Angola,Government of Angola,FLEC-FAC-TN,Cabinda,1989-08-04,2016-12-31,4,3,2238.83,5383.12,19762.6
525,2229,Angola,Government of Angola,FLEC-FAC-TN,Cabinda,1989-08-04,2019-12-31,4,3,2446.3,6301.8857,21865.37
526,2230,Angola,Government of Angola,FLEC-FAC-TN,Cabinda,1989-08-04,2019-12-31,4,3,2446.3,6301.8857,21865.37
527,2231,United States of America,Government of United States of America,al-Qaida,,2001-09-11,2019-07-31,5,4,2446.3,6301.8857,21865.37
528,2232,"Afghanistan, United Kingdom, United States of America",Government of Afghanistan,"Government of United Kingdom, Government of United States of America",,2001-10-07,2001-10-07,"1, 3, 5",2,1071.38,1605.3,9119.77
529,2233,"Australia, Iraq, United Kingdom, United States of America","Government of Australia, Government of United Kingdom, Government of United States of America",Government of Iraq,,2003-03-20,2003-03-23,"1, 2, 3, 5",2,895.89,1421.84,8521.97
530,2234,Azerbaijan,Government of Azerbaijan,Republic of Artsakh,Artsakh (Nagorno-Karabakh),1991-12-29,1991-12-30,1,3,406.46,565.71,3101.52
531,2235,"Djibouti, Eritrea",Government of Djibouti,Government of Eritrea,Common border,2008-06-10,2008-06-11,4,2,1357.5,2454.5,12307.35
532,2236,Mauritania,Government of Mauritania,AQIM,,2008-09-15,2010-09-18,4,4,1125.59,2315.61,10607.85
533,2237,Mali,Government of Mali,"Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion",,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
534,2238,Mali,Government of Mali,"al-Murabitun, AQIM",,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
535,2239,Mali,Government of Mali,"Ansar Dine, AQIM",,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
536,2240,Mali,Government of Mali,"Ansar Dine, AQIM",,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
537,2241,Mali,Government of Mali,"AQIM, JNIM",,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
538,2242,Mali,Government of Mali,JNIM,,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
539,2243,Mali,Government of Mali,JNIM,,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
540,2244,Mali,Government of Mali,JNIM,,2009-06-10,2012-01-24,4,4,1316.33,2816.55,12660.46
541,2245,Libya,Government of Libya,"Forces of Muammar Gaddafi, NTC",,2011-02-28,2011-03-04,4,4,1321.15,2784.67,12169.88
542,2246,Libya,Government of Libya,Forces of the House of Representatives,,2011-02-28,2019-02-21,4,4,2446.3,6301.8857,21865.37
543,2247,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",Serb,1992-04-27,1992-04-27,1,3,409.02,572.89,3324.46
544,2248,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",Serb,1992-04-27,1992-04-27,1,3,409.02,572.89,3324.46
545,2249,Libya,Government of Libya,Forces of the House of Representatives,,2011-02-28,2019-02-21,4,4,2446.3,6301.8857,21865.37
546,2250,South Sudan,Government of South Sudan,SPLM/A - IO,,2011-08-20,2011-08-20,4,4,1123.53,2341.84,10817.65
547,2251,Croatia,Government of Croatia,Serbian Republic of Krajina,Serb,1992-04-23,1995-05-01,1,3,514.71,843.98,4321.27
548,2252,Egypt,Government of Egypt,al-Gama'a al-Islamiyya,,1981-10-08,1993-03-10,2,3,449.83,692.78,3427.82
549,2253,Egypt,Government of Egypt,al-Gama'a al-Islamiyya,,1981-10-08,1993-03-10,2,3,449.83,692.78,3427.82
550,2254,Egypt,Government of Egypt,al-Gama'a al-Islamiyya,,1981-10-08,1993-03-10,2,3,449.83,692.78,3427.82
551,2255,Egypt,Government of Egypt,al-Gama'a al-Islamiyya,,1981-10-08,1993-03-10,2,3,449.83,692.78,3427.82
552,2256,Egypt,Government of Egypt,al-Gama'a al-Islamiyya,,1981-10-08,1993-03-10,2,3,449.83,692.78,3427.82
553,2257,Egypt,Government of Egypt,al-Gama'a al-Islamiyya,,1981-10-08,1993-03-10,2,3,449.83,692.78,3427.82
554,2258,Egypt,Government of Egypt,Ansar Bayt al-Maqdis,,1981-10-08,2014-04-24,2,3,1863.4,4075.56,16361.46
555,2259,Egypt,Government of Egypt,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam",,1981-10-08,2017-07-14,2,3,2459.27,6312.47,21637.74
556,2260,Egypt,Government of Egypt,Harakit Sawa'id Misr,,1981-10-08,2017-07-14,2,3,2459.27,6312.47,21637.74
557,2261,Egypt,Government of Egypt,Harakit Sawa'id Misr,,1981-10-08,2017-07-14,2,3,2459.27,6312.47,21637.74
558,2262,Georgia,Government of Georgia,Republic of Abkhazia,Abkhazia,1992-08-14,1992-08-17,1,3,419.91,573.18,3328.94
559,2263,Georgia,Government of Georgia,Republic of Abkhazia,Abkhazia,1992-08-14,1992-08-17,1,3,419.91,573.18,3328.94
560,2264,Georgia,Government of Georgia,Republic of South Ossetia,South Ossetia,1992-05-12,1992-06-08,1,3,413.48,585.43,3398.69
561,2265,Georgia,Government of Georgia,Republic of South Ossetia,South Ossetia,1992-05-12,2004-08-19,1,3,1098.35,1838.02,10110.14
562,2266,South Sudan,Government of South Sudan,SPLM/A - IO,,2011-08-20,2011-08-20,4,4,1123.53,2341.84,10817.65
563,2267,Moldova,Government of Moldova,PMR,Dniestr,1992-03-01,1992-03-17,1,3,411.3,624.28,3276.39
564,2268,"South Sudan, Sudan",Government of South Sudan,Government of Sudan,Common border,2012-03-27,2012-03-27,4,2,1408.47,3091.57,13212.04
565,2269,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
566,2270,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
567,2271,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
568,2272,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
569,2273,Tajikistan,Government of Tajikistan,Forces of Khudoberdiyev,,1992-05-05,1992-05-10,3,3,416.05,585.76,3369.41
570,2274,Tajikistan,Government of Tajikistan,"Forces of Khudoberdiyev, UTO",,1992-05-05,1992-05-10,3,3,416.05,585.76,3369.41
571,2275,Tajikistan,Government of Tajikistan,Forces of Mullo Abdullo,,1992-05-05,2000-09-06,3,3,1494.5,3978.41,11220.65
572,2276,Tajikistan,Government of Tajikistan,"Forces of Mullo Abdullo, IMU",,1992-05-05,2010-09-09,3,3,1109.55,2242.48,10462.77
573,2277,Tajikistan,Government of Tajikistan,IMU,,1992-05-05,2010-09-09,3,3,1109.55,2242.48,10462.77
574,2278,Azerbaijan,Government of Azerbaijan,Military faction (forces of Suret Husseinov),,1992-05-15,1993-06-06,1,3,450.06,702.01,3545.14
575,2279,Azerbaijan,Government of Azerbaijan,OPON Forces,,1992-05-15,1995-03-17,1,3,495.52,808.33,4073.65
576,2280,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,Bihaca Krajina,1992-06-28,1993-10-05,1,3,460.31,764.27,3584.74
577,2281,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,Bihaca Krajina,1992-06-28,1993-10-05,1,3,460.31,764.27,3584.74
578,2282,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,Bihaca Krajina,1992-06-28,1993-10-05,1,3,460.31,764.27,3584.74
579,2283,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
580,2284,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",Croat,1992-05-27,1993-01-14,1,3,437.15,697.15,3271.12
581,2285,Russia (Soviet Union),Government of Russia (Soviet Union),Parliamentary Forces,,1991-08-20,1993-10-03,1,3,461.28,763.23,3581.11
582,2286,Mexico,Government of Mexico,EZLN,,1994-01-01,1994-01-01,5,3,466.45,776.8,3754.09
583,2287,Mexico,Government of Mexico,EPR,,1994-01-01,1996-08-30,5,3,651.99,1141.5,5616.21
584,2288,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1994-11-26,1,3,452.29,742.52,3708.27
585,2289,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1994-11-26,1,3,452.29,742.52,3708.27
586,2290,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1994-11-26,1,3,452.29,742.52,3708.27
587,2291,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
588,2292,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
589,2293,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
590,2294,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
591,2295,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
592,2296,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
593,2297,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
594,2298,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
595,2299,Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,Chechnya,1994-05-27,1999-08-11,1,3,1327.68,2637.81,10973.65
596,2300,Yemen (North Yemen),Government of Yemen (North Yemen),Democratic Republic of Yemen,South Yemen,1994-02-21,1994-04-28,2,3,450.91,733.84,3681.69
597,2301,Syria,Government of Syria,IS,Islamic State,2013-03-26,2013-07-25,2,4,1691.65,3613.16,15558.83
598,2302,Pakistan,Government of Pakistan,MQM,,1990-02-11,1990-02-11,3,3,333.62,428.8,2648.2
599,2303,Pakistan,Government of Pakistan,MQM,,1990-02-11,1994-05-03,3,3,447.82,732.86,3669.5
600,2304,Pakistan,Government of Pakistan,MQM,,1990-02-11,1994-05-03,3,3,447.82,732.86,3669.5
601,2305,Pakistan,Government of Pakistan,MQM,,1990-02-11,1994-05-03,3,3,447.82,732.86,3669.5
602,2306,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
603,2307,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
604,2308,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
605,2309,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
606,2310,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
607,2311,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP, TTP - TA",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
608,2312,Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
609,2313,Pakistan,Government of Pakistan,"IMU, Jamaat-ul-Ahrar, Lashkar-e-Islam, TTP",,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
610,2314,Ukraine,Government of Ukraine,DPR,Donetsk,2014-04-12,2014-05-02,1,4,1881.14,4123.9,16512.89
611,2315,Ukraine,Government of Ukraine,LPR,Lugansk,2014-05-04,2014-06-14,1,4,1936.16,4310.65,16775.74
612,2316,Ukraine,Government of Ukraine,United Armed Forces of Novorossiya,Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
613,2317,Ukraine,Government of Ukraine,"DPR, LPR, United Armed Forces of Novorossiya",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
614,2318,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
615,2319,Pakistan,Government of Pakistan,TTP,,1990-02-11,2007-07-15,3,3,1552.5,2707.0,13907.25
616,2320,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
617,2321,Niger,Government of Niger,FDR,Eastern Niger,1995-03-23,1995-07-10,4,3,556.37,969.76,4702.73
618,2322,Comoros,Government of Comoros,MPA/Republic of Anjouan,Anjouan,1997-09-03,1997-09-05,4,3,929.05,1635.77,7822.41
619,2323,Congo,Government of Congo,Ninjas,,1993-11-03,1993-11-11,4,3,465.39,779.32,3684.51
620,2324,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
621,2325,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
622,2326,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
623,2327,Ukraine,Government of Ukraine,"DPR, LPR",Novorossiya,2014-09-17,2014-09-25,1,4,1982.85,4512.19,17113.15
624,2328,Congo,Government of Congo,Ntsiloulous,,1993-11-03,2016-04-05,4,3,2047.6,4850.69,17576.96
625,2329,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
626,2330,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
627,2331,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
628,2332,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
629,2333,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
630,2334,Afghanistan,Government of Afghanistan,IS,Islamic State,2015-02-09,2015-03-03,3,4,2071.26,4927.37,17856.78
631,2335,Kenya,Government of Kenya,Al-Shabaab,Northeastern Province and Coast,2015-03-13,2015-07-13,4,4,2076.62,4997.7,17760.41
632,2336,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),UCK,Kosovo,1996-04-22,1998-03-06,1,3,1055.69,1753.49,8569.39
633,2337,Kenya,Government of Kenya,Al-Shabaab,Northeastern Province and Coast,2015-03-13,2015-07-13,4,4,2076.62,4997.7,17760.41
634,2373,Russia (Soviet Union),Government of Russia (Soviet Union),Wahhabi movement of the Buinaksk district,Dagestan,1999-08-29,1999-09-02,1,3,1357.24,2843.11,11078.45
635,2374,Uzbekistan,Government of Uzbekistan,IMU,,1999-02-16,1999-03-30,3,3,1293.72,2493.37,9832.51
636,2375,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
637,2376,Uzbekistan,Government of Uzbekistan,JIG,,1999-02-16,2004-03-30,3,3,1141.81,2057.17,10470.59
638,2377,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
639,2378,Central African Republic,Government of Central African Republic,Forces of Francois Bozize,,2001-05-27,2001-06-01,4,3,1260.67,2149.44,10990.41
640,2379,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
641,2380,Central African Republic,Government of Central African Republic,CPJP,,2001-05-27,2009-11-26,4,3,1091.49,2138.44,10309.92
642,2381,Central African Republic,Government of Central African Republic,CPJP,,2001-05-27,2009-11-26,4,3,1091.49,2138.44,10309.92
643,2382,Central African Republic,Government of Central African Republic,CPJP,,2001-05-27,2009-11-26,4,3,1091.49,2138.44,10309.92
644,2383,Libya,Government of Libya,IS,Islamic State,2015-03-14,2015-03-18,4,4,2108.1,5026.42,18127.65
645,2384,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
646,2385,Central African Republic,Government of Central African Republic,UPC (Ali Darass Fulani supporters),,2001-05-27,2018-05-17,4,3,2446.3,6301.8857,21865.37
647,2386,Central African Republic,Government of Central African Republic,UPC (Ali Darass Fulani supporters),,2001-05-27,2018-05-17,4,3,2446.3,6301.8857,21865.37
648,2387,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
649,2388,North Macedonia,Government of North Macedonia,UCK,,2000-01-11,2001-05-03,1,3,1266.61,2191.53,10951.24
650,2389,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
651,2390,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
652,2391,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
653,2392,Nigeria,Government of Nigeria,IS,Islamic State,2015-03-15,2015-03-22,4,4,2108.1,5026.42,18127.65
654,2393,Cameroon,Government of Cameroon,IS,Islamic State,2015-03-19,2015-08-11,4,4,2091.54,5048.24,17477.4
655,2394,Cameroon,Government of Cameroon,IS,Islamic State,2015-03-19,2019-04-27,4,4,2446.3,6301.8857,21865.37
656,2395,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
657,2396,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
658,2397,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
659,2398,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
660,2399,Niger,Government of Niger,IS,Islamic State,2015-03-26,2015-03-30,4,4,2066.96,4886.94,17763.24
