location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,start_date,start_date2,ep_end,region
Laos,Government of France,,Lao Issara,,1,Laos,1,1,1946-03-31,1946-03-31,0,3
Laos,Government of France,,Lao Issara,,1,Laos,1,1,1946-03-31,1946-03-31,0,3
Laos,Government of France,,Lao Issara,,1,Laos,1,1,1946-03-31,1946-03-31,1,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,0,3
Philippines,Government of Philippines,,Huk,,2,,1,3,1946-07-31,1946-07-31,1,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)",,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1969-09-30,1,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1997-11-23,1,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Philippines,Government of Philippines,,CPP,,2,,1,3,1946-07-31,1999-06-06,0,3
Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,,1,Estonia,0,3,1944-12-31,1946-12-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,,1,Estonia,1,3,1944-12-31,1946-12-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,,1,Estonia,1,3,1944-12-31,1946-12-31,1,1
Russia (Soviet Union),Government of Russia (Soviet Union),,"LNPA, LTS(p)A",,1,Latvia,0,3,1945-12-31,1946-12-31,1,1
Russia (Soviet Union),Government of Russia (Soviet Union),,BDPS,,1,Lithuania,1,3,1946-06-30,1946-06-30,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,BDPS,,1,Lithuania,1,3,1946-06-30,1946-06-30,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,BDPS,,1,Lithuania,1,3,1946-06-30,1946-06-30,1,1
Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,,1,Ukraine,1,3,1941-12-31,1946-12-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,,1,Ukraine,1,3,1941-12-31,1946-12-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,,1,Ukraine,1,3,1941-12-31,1946-12-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,,1,Ukraine,1,3,1941-12-31,1946-12-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,,1,Ukraine,1,3,1941-12-31,1946-12-31,1,1
"France, Thailand",Government of France,,Government of Thailand,,1,Northern Cambodia,0,2,1946-05-07,1946-05-07,1,"1, 3"
"Albania, United Kingdom",Government of Albania,,Government of United Kingdom,,1,Korfu Channel,0,2,1946-10-22,1946-10-22,1,1
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,0,3
Vietnam (North Vietnam),Government of France,,Viet minh,,1,Vietnam,1,1,1946-11-20,1946-11-20,1,3
China,Government of China,,Taiwanese insurgents,,1,Taiwan,1,3,1947-02-28,1947-02-28,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1948-12-31,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1964-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1964-12-31,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1971-12-03,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1984-12-31,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1987-12-31,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1989-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1989-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1989-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1989-12-31,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1994-06-28,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,1996-12-31,1,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
"India, Pakistan",Government of India,,Government of Pakistan,,1,Kashmir,1,2,1948-12-31,2013-10-04,0,3
Madagascar (Malagasy),Government of France,,MDRM,,1,Malagasy,1,1,1947-03-29,1947-03-29,1,4
Paraguay,Government of Paraguay,,"Opposition coalition (Febreristas, Liberals and Communists)",,2,,1,3,1947-03-07,1947-03-31,1,5
Paraguay,Government of Paraguay,,Military faction (forces of Alfredo Stroessner),,2,,1,3,1947-03-07,1954-05-05,1,5
Paraguay,Government of Paraguay,,Military faction (forces of Andres Rodriguez),,2,,1,3,1947-03-07,1989-02-03,1,5
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNUP,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"KNU, KNUP",,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1949-01-15,1,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1994-12-31,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1994-12-31,1,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1997-02-23,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,1997-02-23,1,3
Myanmar (Burma),Government of Myanmar (Burma),,"God's Army, KNU",,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,KNU,,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"DKBA 5, KNU",,1,Karen,1,3,1948-12-31,2000-03-03,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"DKBA 5, KNU",,1,Karen,1,3,1948-12-31,2000-03-03,1,3
Myanmar (Burma),Government of Myanmar (Burma),,DKBA 5,,1,Karen,1,3,1948-12-31,2013-04-29,1,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF, PVO - ""White Band"" faction",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF, PVO - ""White Band"" faction",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF, PVO - ""White Band"" faction",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, PVO - ""White Band"" faction",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, PVO - ""White Band"" faction",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, PVO - ""White Band"" faction",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,"CPB, CPB-RF",,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
Myanmar (Burma),Government of Myanmar (Burma),,CPB,,2,,1,3,1948-02-29,1948-02-29,0,3
