,location,side_a,start_date,start_date2,region,region name,type_of_conflict,type_of_conflict_name,S&P_500,NASDAQ,Dow_Jones,Year,Month
333,Burkina Faso,Government of Burkina Faso,10/15/1987,10/15/1987,4,Africa,3,Intrastate ,282.7,406.3,2246.73,1987,10
338,Comoros,Government of Comoros,11/27/1989,11/29/1989,4,Africa,3,Intrastate ,350.63,457.1,2747.65,1989,11
339,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
340,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
341,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
342,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
343,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
344,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
345,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
346,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
347,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
348,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
349,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
350,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
351,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
352,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
353,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
354,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
355,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
356,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
357,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
358,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
359,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
360,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
361,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
362,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
363,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
364,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
365,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
366,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
367,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
368,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
369,India,Government of India,2/6/1984,2/12/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1984,2
370,India,Government of India,12/31/1983,11/30/1990,3,Asia,3,Intrastate ,322.22,359.1,2559.65,1983,12
371,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
372,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
373,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
374,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
375,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
376,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
377,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
378,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
379,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
380,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
381,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
382,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
383,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
384,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
385,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
386,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
387,India,Government of India,12/31/1983,12/31/1994,3,Asia,3,Intrastate ,459.27,751.96,3834.44,1983,12
388,Indonesia,Government of Indonesia,5/2/1989,6/6/1990,3,Asia,3,Intrastate ,358.71,460.9,2862.38,1989,5
389,Indonesia,Government of Indonesia,5/2/1989,6/6/1990,3,Asia,3,Intrastate ,358.71,460.9,2862.38,1989,5
390,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
391,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
392,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
393,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
394,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
395,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
396,Indonesia,Government of Indonesia,5/2/1989,6/1/1999,3,Asia,3,Intrastate ,1327.75,2478.34,10799.84,1989,5
397,Panama,Government of Panama,10/3/1989,10/3/1989,5,Americas,3,Intrastate ,358.78,483.6,2785.52,1989,10
399,Papua New Guinea,Government of Papua New Guinea,4/6/1989,2/7/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1989,4
400,Papua New Guinea,Government of Papua New Guinea,4/6/1989,8/2/1992,3,Asia,3,Intrastate ,424.21,580.83,3393.78,1989,4
401,Papua New Guinea,Government of Papua New Guinea,4/6/1989,8/2/1992,3,Asia,3,Intrastate ,424.21,580.83,3393.78,1989,4
402,Papua New Guinea,Government of Papua New Guinea,4/6/1989,8/2/1992,3,Asia,3,Intrastate ,424.21,580.83,3393.78,1989,4
403,Papua New Guinea,Government of Papua New Guinea,4/6/1989,8/2/1992,3,Asia,3,Intrastate ,424.21,580.83,3393.78,1989,4
404,Papua New Guinea,Government of Papua New Guinea,4/6/1989,8/2/1992,3,Asia,3,Intrastate ,424.21,580.83,3393.78,1989,4
405,Romania,Government of Romania,12/17/1989,12/22/1989,1,Europe,3,Intrastate ,347.42,444.6,2711.39,1989,12
408,Mali,Government of Mali,6/28/1990,7/21/1990,4,Africa,3,Intrastate ,361.61,455.3,2961.14,1990,6
409,Mali,Government of Mali,6/28/1990,7/21/1990,4,Africa,3,Intrastate ,361.61,455.3,2961.14,1990,6
410,Mali,Government of Mali,6/28/1990,10/4/1994,4,Africa,3,Intrastate ,455.1,749.96,3797.43,1990,6
411,Mali,Government of Mali,6/28/1990,8/31/2007,4,Africa,3,Intrastate ,1473.99,2596.36,13357.74,1990,6
412,Mali,Government of Mali,6/28/1990,8/31/2007,4,Africa,3,Intrastate ,1473.99,2596.36,13357.74,1990,6
413,Mali,Government of Mali,6/28/1990,8/31/2007,4,Africa,3,Intrastate ,1473.99,2596.36,13357.74,1990,6
414,Mali,Government of Mali,6/28/1990,1/24/2012,4,Africa,3,Intrastate ,1316.33,2816.55,12660.46,1990,6
415,Mali,Government of Mali,6/28/1990,5/17/2014,4,Africa,3,Intrastate ,1877.86,4090.59,16491.31,1990,6
417,Niger,Government of Niger,1/19/1994,5/16/1994,4,Africa,3,Intrastate ,444.14,716.92,3659.68,1994,1
419,Rwanda,Government of Rwanda,10/1/1990,10/3/1990,4,Africa,3,Intrastate ,311.5,347.4,2510.64,1990,10
420,Rwanda,Government of Rwanda,10/1/1990,10/3/1990,4,Africa,3,Intrastate ,311.5,347.4,2510.64,1990,10
421,Rwanda,Government of Rwanda,10/1/1990,10/3/1990,4,Africa,3,Intrastate ,311.5,347.4,2510.64,1990,10
422,Rwanda,Government of Rwanda,10/1/1990,10/3/1990,4,Africa,3,Intrastate ,311.5,347.4,2510.64,1990,10
423,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
424,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
425,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
426,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
427,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
428,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
429,Rwanda,Government of Rwanda,10/1/1990,7/12/1996,4,Africa,3,Intrastate ,646.19,1103.49,5510.56,1990,10
438,Senegal,Government of Senegal,12/31/1988,8/31/1990,4,Africa,3,Intrastate ,322.56,381.2,2614.36,1988,12
439,Senegal,Government of Senegal,12/31/1988,9/1/1992,4,Africa,3,Intrastate ,417.08,573.44,3281.93,1988,12
440,Senegal,Government of Senegal,12/31/1988,9/1/1992,4,Africa,3,Intrastate ,417.08,573.44,3281.93,1988,12
441,Senegal,Government of Senegal,12/31/1988,4/27/1995,4,Africa,3,Intrastate ,514.71,843.98,4321.27,1988,12
442,Senegal,Government of Senegal,12/31/1988,3/18/1997,4,Africa,3,Intrastate ,784.1,1254.07,6804.79,1988,12
443,Senegal,Government of Senegal,12/31/1988,3/18/1997,4,Africa,3,Intrastate ,784.1,1254.07,6804.79,1988,12
444,Senegal,Government of Senegal,12/31/1988,4/11/2000,4,Africa,3,Intrastate ,1357.31,3321.29,10305.77,1988,12
445,Senegal,Government of Senegal,12/31/1988,4/11/2000,4,Africa,3,Intrastate ,1357.31,3321.29,10305.77,1988,12
446,Senegal,Government of Senegal,12/31/1988,1/20/2003,4,Africa,3,Intrastate ,901.78,1376.19,8586.74,1988,12
447,Senegal,Government of Senegal,12/31/1988,12/20/2011,4,Africa,3,Intrastate ,1265.33,2618.64,12294,1988,12
448,Russia (Soviet Union),Government of Russia (Soviet Union),1/19/1990,8/31/1990,1,Europe,3,Intrastate ,322.56,381.2,2614.36,1990,1
449,Russia (Soviet Union),Government of Russia (Soviet Union),1/19/1990,8/31/1990,1,Europe,3,Intrastate ,322.56,381.2,2614.36,1990,1
450,Russia (Soviet Union),Government of Russia (Soviet Union),1/20/1990,1/23/1990,1,Europe,3,Intrastate ,325.8,421.3,2559.23,1990,1
451,Trinidad and Tobago,Government of Trinidad and Tobago,7/27/1990,8/2/1990,5,Americas,3,Intrastate ,344.86,417.5,2809.65,1990,7
452,Djibouti,Government of Djibouti,11/12/1991,11/13/1991,4,Africa,3,Intrastate ,382.62,531.29,2943.2,1991,11
453,Djibouti,Government of Djibouti,11/12/1991,11/13/1991,4,Africa,3,Intrastate ,382.62,531.29,2943.2,1991,11
454,Djibouti,Government of Djibouti,11/12/1991,11/13/1991,4,Africa,3,Intrastate ,382.62,531.29,2943.2,1991,11
455,Djibouti,Government of Djibouti,11/12/1991,11/13/1991,4,Africa,3,Intrastate ,382.62,531.29,2943.2,1991,11
456,Djibouti,Government of Djibouti,11/12/1991,7/24/1999,4,Africa,3,Intrastate ,1356.94,2692.4,10910.96,1991,11
457,Georgia,Government of Georgia,12/22/1991,12/28/1991,1,Europe,3,Intrastate ,406.46,565.71,3101.52,1991,12
458,Georgia,Government of Georgia,12/22/1991,12/28/1991,1,Europe,3,Intrastate ,406.46,565.71,3101.52,1991,12
459,Georgia,Government of Georgia,12/22/1991,12/28/1991,1,Europe,3,Intrastate ,406.46,565.71,3101.52,1991,12
460,Haiti,Government of Haiti,4/3/1989,4/8/1989,5,Americas,3,Intrastate ,297.16,410.7,2304.8,1989,4
461,Haiti,Government of Haiti,4/3/1989,10/2/1991,5,Americas,3,Intrastate ,381.25,520.4,2961.76,1989,4
462,Haiti,Government of Haiti,4/3/1989,2/8/2004,5,Americas,3,Intrastate ,1142.76,2064.01,10593.03,1989,4
473,Sierra Leone,Government of Sierra Leone,3/23/1991,4/1/1991,4,Africa,3,Intrastate ,375.36,495.79,2896.78,1991,3
474,Turkey,Government of Turkey,12/31/1987,7/13/1991,2,Middle East,3,Intrastate ,380.25,492.71,2980.77,1987,12
475,Turkey,Government of Turkey,12/31/1987,7/13/1991,2,Middle East,3,Intrastate ,380.25,492.71,2980.77,1987,12
476,Turkey,Government of Turkey,12/31/1987,7/16/1995,2,Middle East,3,Intrastate ,559.89,999.33,4708.82,1987,12
477,Turkey,Government of Turkey,12/31/1987,6/17/2005,2,Middle East,3,Intrastate ,1216.96,2090.11,10623.07,1987,12
478,Turkey,Government of Turkey,12/31/1987,2/17/2016,2,Middle East,3,Intrastate ,1917.78,4504.43,16391.99,1987,12
479,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),6/27/1991,6/28/1991,1,Europe,3,Intrastate ,371.16,475.92,2906.75,1991,6
480,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),7/9/1991,7/27/1991,1,Europe,3,Intrastate ,380.93,492.69,2972.5,1991,7
481,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),7/9/1991,7/27/1991,1,Europe,3,Intrastate ,380.93,492.69,2972.5,1991,7
482,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
483,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
484,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
485,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
486,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
487,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
488,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
489,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
490,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
491,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
492,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
493,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
494,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
496,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
497,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
498,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
499,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
500,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
501,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
502,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
503,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
504,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
505,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
506,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
507,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
508,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
509,Algeria,Government of Algeria,8/27/1985,12/9/1991,4,Africa,3,Intrastate ,379.1,536.3,2886.4,1985,8
510,Algeria,Government of Algeria,8/27/1985,12/2/2020,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1985,8
511,Angola,Government of Angola,8/4/1989,12/31/1991,4,Africa,3,Intrastate ,419.34,592.65,3201.48,1989,8
512,Angola,Government of Angola,8/4/1989,12/31/1991,4,Africa,3,Intrastate ,419.34,592.65,3201.48,1989,8
513,Angola,Government of Angola,8/4/1989,12/31/1994,4,Africa,3,Intrastate ,459.27,751.96,3834.44,1989,8
514,Angola,Government of Angola,8/4/1989,12/31/1994,4,Africa,3,Intrastate ,459.27,751.96,3834.44,1989,8
515,Angola,Government of Angola,8/4/1989,12/31/1994,4,Africa,3,Intrastate ,459.27,751.96,3834.44,1989,8
516,Angola,Government of Angola,8/4/1989,12/31/1994,4,Africa,3,Intrastate ,459.27,751.96,3834.44,1989,8
517,Angola,Government of Angola,8/4/1989,12/31/1994,4,Africa,3,Intrastate ,459.27,751.96,3834.44,1989,8
518,Angola,Government of Angola,8/4/1989,11/12/2002,4,Africa,3,Intrastate ,909.83,1411.14,8579.09,1989,8
519,Angola,Government of Angola,8/4/1989,11/12/2002,4,Africa,3,Intrastate ,909.83,1411.14,8579.09,1989,8
520,Angola,Government of Angola,8/4/1989,11/12/2002,4,Africa,3,Intrastate ,909.83,1411.14,8579.09,1989,8
521,Angola,Government of Angola,8/4/1989,12/31/2007,4,Africa,3,Intrastate ,1478.49,2674.46,13365.87,1989,8
522,Angola,Government of Angola,8/4/1989,12/31/2009,4,Africa,3,Intrastate ,1144.98,2317.17,10618.19,1989,8
523,Angola,Government of Angola,8/4/1989,12/31/2016,4,Africa,3,Intrastate ,2238.83,5383.12,19762.6,1989,8
524,Angola,Government of Angola,8/4/1989,12/31/2016,4,Africa,3,Intrastate ,2238.83,5383.12,19762.6,1989,8
525,Angola,Government of Angola,8/4/1989,12/31/2019,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1989,8
526,Angola,Government of Angola,8/4/1989,12/31/2019,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1989,8
530,Azerbaijan,Government of Azerbaijan,12/29/1991,12/30/1991,1,Europe,3,Intrastate ,406.46,565.71,3101.52,1991,12
543,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,4/27/1992,4/27/1992,1,Europe,3,Intrastate ,409.02,572.89,3324.46,1992,4
544,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,4/27/1992,4/27/1992,1,Europe,3,Intrastate ,409.02,572.89,3324.46,1992,4
547,Croatia,Government of Croatia,4/23/1992,5/1/1995,1,Europe,3,Intrastate ,514.71,843.98,4321.27,1992,4
548,Egypt,Government of Egypt,10/8/1981,3/10/1993,2,Middle East,3,Intrastate ,449.83,692.78,3427.82,1981,10
549,Egypt,Government of Egypt,10/8/1981,3/10/1993,2,Middle East,3,Intrastate ,449.83,692.78,3427.82,1981,10
550,Egypt,Government of Egypt,10/8/1981,3/10/1993,2,Middle East,3,Intrastate ,449.83,692.78,3427.82,1981,10
551,Egypt,Government of Egypt,10/8/1981,3/10/1993,2,Middle East,3,Intrastate ,449.83,692.78,3427.82,1981,10
552,Egypt,Government of Egypt,10/8/1981,3/10/1993,2,Middle East,3,Intrastate ,449.83,692.78,3427.82,1981,10
553,Egypt,Government of Egypt,10/8/1981,3/10/1993,2,Middle East,3,Intrastate ,449.83,692.78,3427.82,1981,10
554,Egypt,Government of Egypt,10/8/1981,4/24/2014,2,Middle East,3,Intrastate ,1863.4,4075.56,16361.46,1981,10
555,Egypt,Government of Egypt,10/8/1981,7/14/2017,2,Middle East,3,Intrastate ,2459.27,6312.47,21637.74,1981,10
556,Egypt,Government of Egypt,10/8/1981,7/14/2017,2,Middle East,3,Intrastate ,2459.27,6312.47,21637.74,1981,10
557,Egypt,Government of Egypt,10/8/1981,7/14/2017,2,Middle East,3,Intrastate ,2459.27,6312.47,21637.74,1981,10
558,Georgia,Government of Georgia,8/14/1992,8/17/1992,1,Europe,3,Intrastate ,419.91,573.18,3328.94,1992,8
559,Georgia,Government of Georgia,8/14/1992,8/17/1992,1,Europe,3,Intrastate ,419.91,573.18,3328.94,1992,8
560,Georgia,Government of Georgia,5/12/1992,6/8/1992,1,Europe,3,Intrastate ,413.48,585.43,3398.69,1992,5
561,Georgia,Government of Georgia,5/12/1992,8/19/2004,1,Europe,3,Intrastate ,1098.35,1838.02,10110.14,1992,5
563,Moldova,Government of Moldova,3/1/1992,3/17/1992,1,Europe,3,Intrastate ,411.3,624.28,3276.39,1992,3
569,Tajikistan,Government of Tajikistan,5/5/1992,5/10/1992,3,Asia,3,Intrastate ,416.05,585.76,3369.41,1992,5
570,Tajikistan,Government of Tajikistan,5/5/1992,5/10/1992,3,Asia,3,Intrastate ,416.05,585.76,3369.41,1992,5
571,Tajikistan,Government of Tajikistan,5/5/1992,9/6/2000,3,Asia,3,Intrastate ,1494.5,3978.41,11220.65,1992,5
572,Tajikistan,Government of Tajikistan,5/5/1992,9/9/2010,3,Asia,3,Intrastate ,1109.55,2242.48,10462.77,1992,5
573,Tajikistan,Government of Tajikistan,5/5/1992,9/9/2010,3,Asia,3,Intrastate ,1109.55,2242.48,10462.77,1992,5
574,Azerbaijan,Government of Azerbaijan,5/15/1992,6/6/1993,1,Europe,3,Intrastate ,450.06,702.01,3545.14,1992,5
575,Azerbaijan,Government of Azerbaijan,5/15/1992,3/17/1995,1,Europe,3,Intrastate ,495.52,808.33,4073.65,1992,5
576,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,6/28/1992,10/5/1993,1,Europe,3,Intrastate ,460.31,764.27,3584.74,1992,6
577,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,6/28/1992,10/5/1993,1,Europe,3,Intrastate ,460.31,764.27,3584.74,1992,6
578,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,6/28/1992,10/5/1993,1,Europe,3,Intrastate ,460.31,764.27,3584.74,1992,6
580,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,5/27/1992,1/14/1993,1,Europe,3,Intrastate ,437.15,697.15,3271.12,1992,5
581,Russia (Soviet Union),Government of Russia (Soviet Union),8/20/1991,10/3/1993,1,Europe,3,Intrastate ,461.28,763.23,3581.11,1991,8
582,Mexico,Government of Mexico,1/1/1994,1/1/1994,5,Americas,3,Intrastate ,466.45,776.8,3754.09,1994,1
583,Mexico,Government of Mexico,1/1/1994,8/30/1996,5,Americas,3,Intrastate ,651.99,1141.5,5616.21,1994,1
584,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,11/26/1994,1,Europe,3,Intrastate ,452.29,742.52,3708.27,1994,5
585,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,11/26/1994,1,Europe,3,Intrastate ,452.29,742.52,3708.27,1994,5
586,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,11/26/1994,1,Europe,3,Intrastate ,452.29,742.52,3708.27,1994,5
587,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
588,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
589,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
590,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
591,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
592,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
593,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
594,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
595,Russia (Soviet Union),Government of Russia (Soviet Union),5/27/1994,8/11/1999,1,Europe,3,Intrastate ,1327.68,2637.81,10973.65,1994,5
596,Yemen (North Yemen),Government of Yemen (North Yemen),2/21/1994,4/28/1994,2,Middle East,3,Intrastate ,450.91,733.84,3681.69,1994,2
598,Pakistan,Government of Pakistan,2/11/1990,2/11/1990,3,Asia,3,Intrastate ,333.62,428.8,2648.2,1990,2
599,Pakistan,Government of Pakistan,2/11/1990,5/3/1994,3,Asia,3,Intrastate ,447.82,732.86,3669.5,1990,2
600,Pakistan,Government of Pakistan,2/11/1990,5/3/1994,3,Asia,3,Intrastate ,447.82,732.86,3669.5,1990,2
601,Pakistan,Government of Pakistan,2/11/1990,5/3/1994,3,Asia,3,Intrastate ,447.82,732.86,3669.5,1990,2
602,Pakistan,Government of Pakistan,2/11/1990,7/15/2007,3,Asia,3,Intrastate ,1552.5,2707,13907.25,1990,2
603,Pakistan,Government of Pakistan,2/11/1990,7/15/2007,3,Asia,3,Intrastate ,1552.5,2707,13907.25,1990,2
604,Pakistan,Government of Pakistan,2/11/1990,7/15/2007,3,Asia,3,Intrastate ,1552.5,2707,13907.25,1990,2
605,Pakistan,Government of Pakistan,2/11/1990,7/15/2007,3,Asia,3,Intrastate ,1552.5,2707,13907.25,1990,2
