,location,side_a,start_date,start_date2,region,region name,type_of_conflict,type_of_conflict_name,S&P_500,NASDAQ,Dow_Jones,Year,Month
195,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
196,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
197,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
198,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
199,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
200,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
201,South Sudan,Government of South Sudan,8/20/2011,8/20/2011,4,Africa,3,Intrastate ,1123.53,2341.84,10817.65,2011,8
202,Libya,Government of Libya,2/28/2011,11/29/2013,4,Africa,3,Intrastate ,1805.81,4059.89,16086.41,2011,2
203,Libya,Government of Libya,2/28/2011,11/29/2013,4,Africa,3,Intrastate ,1805.81,4059.89,16086.41,2011,2
204,Libya,Government of Libya,2/28/2011,11/29/2013,4,Africa,3,Intrastate ,1805.81,4059.89,16086.41,2011,2
205,Libya,Government of Libya,2/28/2011,5/18/2017,4,Africa,3,Intrastate ,2381.73,6083.7,20804.84,2011,2
206,Mali,Government of Mali,6/10/2009,6/16/2009,4,Africa,3,Intrastate ,921.23,1827.47,8539.73,2009,6
207,Mali,Government of Mali,6/10/2009,1/24/2012,4,Africa,3,Intrastate ,1316.33,2816.55,12660.46,2009,6
208,China,Government of China,4/5/1990,8/10/2008,3,Asia,3,Intrastate ,1296.31,2414.1,11734.32,1990,4
209,Bangladesh,Government of Bangladesh,4/24/1994,2/8/2005,3,Asia,3,Intrastate ,1205.3,2076.66,10796.01,1994,4
210,Bangladesh,Government of Bangladesh,4/24/1994,2/8/2005,3,Asia,3,Intrastate ,1205.3,2076.66,10796.01,1994,4
211,Ethiopia,Government of Ethiopia,10/10/1991,10/10/1991,4,Africa,3,Intrastate ,381.45,519.05,2983.68,1991,10
212,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,12/31/1991,3,Asia,3,Intrastate ,419.34,592.65,3201.48,1991,12
213,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,4/17/1995,3,Asia,3,Intrastate ,508.49,823.44,4270.09,1991,12
214,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,2/28/2000,3,Asia,3,Intrastate ,1333.36,4590.5,9862.12,1991,12
215,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,2/28/2000,3,Asia,3,Intrastate ,1333.36,4590.5,9862.12,1991,12
216,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,1/31/2005,3,Asia,3,Intrastate ,1171.36,2035.83,10427.2,1991,12
217,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,1/31/2005,3,Asia,3,Intrastate ,1171.36,2035.83,10427.2,1991,12
218,Myanmar (Burma),Government of Myanmar (Burma),12/31/1991,1/31/2005,3,Asia,3,Intrastate ,1171.36,2035.83,10427.2,1991,12
219,Malaysia,Government of Malaysia,3/1/2013,3/2/2013,3,Asia,3,Intrastate ,1518.2,3169.74,14089.66,2013,3
220,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
221,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
222,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
223,Syria,Government of Syria,9/10/2011,9/7/2012,2,Middle East,3,Intrastate ,1437.92,3136.42,13306.64,2011,9
224,Ukraine,Government of Ukraine,1/22/2014,2/18/2014,1,Europe,3,Intrastate ,1836.25,4263.41,16103.3,2014,1
225,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
226,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
227,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
228,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
229,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
230,Russia (Soviet Union),Government of Russia (Soviet Union),3/21/2015,8/1/2015,1,Europe,3,Intrastate ,2103.84,5128.28,17689.86,2015,3
231,Syria,Government of Syria,3/26/2013,7/25/2013,2,Middle East,3,Intrastate ,1691.65,3613.16,15558.83,2013,3
232,Syria,Government of Syria,3/26/2013,7/25/2013,2,Middle East,3,Intrastate ,1691.65,3613.16,15558.83,2013,3
233,Mali,Government of Mali,1/5/2015,6/27/2015,4,Africa,3,Intrastate ,2101.49,5080.51,17946.68,2015,1
234,Cameroon,Government of Cameroon,3/19/2015,8/11/2015,4,Africa,3,Intrastate ,2091.54,5048.24,17477.4,2015,3
235,Chad,Government of Chad,5/27/2015,5/27/2015,4,Africa,3,Intrastate ,2107.39,5070.03,18010.68,2015,5
236,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
237,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
238,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
239,Chad,Government of Chad,5/27/2015,5/5/2017,4,Africa,3,Intrastate ,2399.29,6100.76,21006.94,2015,5
240,Yemen (North Yemen),Government of Yemen (North Yemen),3/20/2015,3/20/2015,2,Middle East,3,Intrastate ,2108.1,5026.42,18127.65,2015,3
241,Yemen (North Yemen),Government of Yemen (North Yemen),3/20/2015,5/18/2017,2,Middle East,3,Intrastate ,2381.73,6083.7,20804.84,2015,3
242,Yemen (North Yemen),Government of Yemen (North Yemen),3/20/2015,8/20/2020,2,Middle East,3,Intrastate ,2446.3,6301.8857,21865.37,2015,3
243,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
244,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
245,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
246,Kenya,Government of Kenya,3/13/2015,7/13/2015,4,Africa,3,Intrastate ,2076.62,4997.7,17760.41,2015,3
247,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
248,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
249,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
250,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
251,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
252,Egypt,Government of Egypt,11/16/2014,1/29/2015,2,Middle East,3,Intrastate ,1994.99,4635.24,17164.95,2014,11
253,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
254,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
255,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
256,India,Government of India,4/19/2015,6/4/2015,3,Asia,3,Intrastate ,2092.83,5068.46,17849.46,2015,4
257,Bangladesh,Government of Bangladesh,11/4/2015,8/29/2016,3,Asia,3,Intrastate ,2169.04,5218.92,18395.4,2015,11
258,Bangladesh,Government of Bangladesh,11/4/2015,8/29/2016,3,Asia,3,Intrastate ,2169.04,5218.92,18395.4,2015,11
259,Lebanon,Government of Lebanon,6/25/2014,8/3/2014,2,Middle East,3,Intrastate ,1925.15,4352.64,16493.37,2014,6
260,Lebanon,Government of Lebanon,6/25/2014,8/3/2014,2,Middle East,3,Intrastate ,1925.15,4352.64,16493.37,2014,6
261,Lebanon,Government of Lebanon,6/25/2014,8/19/2017,2,Middle East,3,Intrastate ,2425.55,6216.53,21674.51,2014,6
262,Libya,Government of Libya,3/14/2015,3/18/2015,4,Africa,3,Intrastate ,2108.1,5026.42,18127.65,2015,3
263,Algeria,Government of Algeria,10/10/2014,5/20/2015,4,Africa,3,Intrastate ,2126.06,5089.36,18232.02,2014,10
264,Syria,Government of Syria,12/6/2015,4/23/2016,2,Middle East,3,Intrastate ,2091.58,4906.23,18003.75,2015,12
265,Syria,Government of Syria,12/6/2015,9/8/2018,2,Middle East,3,Intrastate ,2446.3,6301.8857,21865.37,2015,12
266,Jordan,Government of Jordan,3/2/2016,12/18/2016,2,Middle East,3,Intrastate ,2258.07,5437.16,19843.41,2016,3
267,Turkey,Government of Turkey,7/23/2015,11/14/2015,2,Middle East,3,Intrastate ,2023.04,4927.88,17245.24,2015,7
268,Turkey,Government of Turkey,7/23/2015,11/14/2015,2,Middle East,3,Intrastate ,2023.04,4927.88,17245.24,2015,7
269,Turkey,Government of Turkey,7/23/2015,11/14/2015,2,Middle East,3,Intrastate ,2023.04,4927.88,17245.24,2015,7
270,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
271,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
272,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
273,Pakistan,Government of Pakistan,2/12/2016,10/24/2016,3,Asia,3,Intrastate ,2141.16,5257.4,18145.71,2016,2
274,Somalia,Government of Somalia,7/18/2016,5/15/2018,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,2016,7
275,Iran,Government of Iran,8/15/2016,6/11/2017,2,Middle East,3,Intrastate ,2431.77,6207.92,21271.97,2016,8
276,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
277,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
278,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
279,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
280,Philippines,Government of Philippines,6/1/2016,6/1/2016,3,Asia,3,Intrastate ,2099.13,4942.52,17807.06,2016,6
281,Tunisia,Government of Tunisia,3/18/2015,3/7/2016,4,Africa,3,Intrastate ,1999.99,4717.02,17006.77,2015,3
282,Guinea,Government of Guinea,9/1/2000,9/17/2000,4,Africa,3,Intrastate ,1465.81,3835.23,10927.0,2000,9
283,Guinea,Government of Guinea,9/1/2000,9/17/2000,4,Africa,3,Intrastate ,1465.81,3835.23,10927.0,2000,9
284,Eritrea,Government of Eritrea,12/16/1993,6/30/1997,4,Africa,3,Intrastate ,916.92,1467.61,7895.81,1993,12
285,Eritrea,Government of Eritrea,12/16/1993,4/4/1999,4,Africa,3,Intrastate ,1293.72,2493.37,9832.51,1993,12
286,Eritrea,Government of Eritrea,12/16/1993,7/17/2003,4,Africa,3,Intrastate ,993.32,1708.5,9188.15,1993,12
287,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
288,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
289,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
290,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
291,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
292,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
293,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
294,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
295,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
296,Mozambique,Government of Mozambique,12/31/1977,12/31/1977,4,Africa,3,Intrastate ,95.1,105.05,831.17,1977,12
297,Mozambique,Government of Mozambique,12/31/1977,10/12/2013,4,Africa,3,Intrastate ,1703.2,3791.87,15237.11,1977,12
298,Mozambique,Government of Mozambique,12/31/1977,10/12/2013,4,Africa,3,Intrastate ,1703.2,3791.87,15237.11,1977,12
299,Mozambique,Government of Mozambique,12/31/1977,4/10/2016,4,Africa,3,Intrastate ,2047.6,4850.69,17576.96,1977,12
300,Mozambique,Government of Mozambique,12/31/1977,7/10/2018,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1977,12
301,Mozambique,Government of Mozambique,12/31/1977,7/10/2018,4,Africa,3,Intrastate ,2446.3,6301.8857,21865.37,1977,12
302,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
303,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
304,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
305,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
306,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
307,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
308,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
309,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
310,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
311,India,Government of India,7/9/1979,12/31/1979,3,Asia,3,Intrastate ,107.84,150.83,838.91,1979,7
312,India,Government of India,7/9/1979,10/12/1992,3,Asia,3,Intrastate ,402.66,570.52,3136.58,1979,7
313,India,Government of India,7/9/1979,6/10/1997,3,Asia,3,Intrastate ,893.27,1423.03,7782.04,1979,7
314,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
315,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
316,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
317,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
318,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
319,India,Government of India,7/9/1979,9/26/1999,3,Asia,3,Intrastate ,1277.36,,,1979,7
320,Somalia,Government of Somalia,1/18/1982,12/31/1982,4,Africa,3,Intrastate ,140.64,232.41,1046.54,1982,1
321,Somalia,Government of Somalia,1/18/1982,12/31/1982,4,Africa,3,Intrastate ,140.64,232.41,1046.54,1982,1
322,Somalia,Government of Somalia,1/18/1982,12/31/1982,4,Africa,3,Intrastate ,140.64,232.41,1046.54,1982,1
323,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
324,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
325,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
326,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
327,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
328,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
329,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
330,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
331,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
332,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
333,Somalia,Government of Somalia,1/18/1982,3/3/1986,4,Africa,3,Intrastate ,226.92,359.5,1709.06,1982,1
334,Somalia,Government of Somalia,1/18/1982,5/12/2001,4,Africa,3,Intrastate ,1245.67,2107.43,10821.31,1982,1
335,Somalia,Government of Somalia,1/18/1982,5/12/2001,4,Africa,3,Intrastate ,1245.67,2107.43,10821.31,1982,1
336,Iran,Government of Iran,5/30/1979,5/31/1979,2,Middle East,3,Intrastate ,99.17,131.76,821.21,1979,5
337,Iran,Government of Iran,5/30/1979,5/31/1979,2,Middle East,3,Intrastate ,99.17,131.76,821.21,1979,5
338,Saudi Arabia,Government of Saudi Arabia,11/20/1979,11/20/1979,2,Middle East,3,Intrastate ,104.67,139.85,811.77,1979,11
339,Liberia,Government of Liberia,4/12/1980,4/12/1980,4,Africa,3,Intrastate ,103.79,137.75,791.55,1980,4
340,Liberia,Government of Liberia,4/12/1980,12/26/1989,4,Africa,3,Intrastate ,353.4,454.8,2753.2,1980,4
341,Liberia,Government of Liberia,4/12/1980,12/26/1989,4,Africa,3,Intrastate ,353.4,454.8,2753.2,1980,4
342,Liberia,Government of Liberia,4/12/1980,5/31/2000,4,Africa,3,Intrastate ,1477.26,3813.38,10794.76,1980,4
343,Liberia,Government of Liberia,4/12/1980,5/31/2000,4,Africa,3,Intrastate ,1477.26,3813.38,10794.76,1980,4
344,Liberia,Government of Liberia,4/12/1980,5/31/2000,4,Africa,3,Intrastate ,1477.26,3813.38,10794.76,1980,4
345,Liberia,Government of Liberia,4/12/1980,5/31/2000,4,Africa,3,Intrastate ,1477.26,3813.38,10794.76,1980,4
346,Tunisia,Government of Tunisia,1/27/1980,1/28/1980,4,Africa,3,Intrastate ,113.61,159.7,876.11,1980,1
347,South Africa,Government of South Africa,2/1/1978,8/7/1981,4,Africa,3,Intrastate ,131.75,211.36,942.54,1978,2
348,South Africa,Government of South Africa,2/1/1978,8/7/1981,4,Africa,3,Intrastate ,131.75,211.36,942.54,1978,2
349,South Africa,Government of South Africa,2/1/1978,8/7/1981,4,Africa,3,Intrastate ,131.75,211.36,942.54,1978,2
350,South Africa,Government of South Africa,2/1/1978,6/26/1985,4,Africa,3,Intrastate ,191.85,296.2,1335.46,1978,2
351,South Africa,Government of South Africa,2/1/1978,6/26/1985,4,Africa,3,Intrastate ,191.85,296.2,1335.46,1978,2
352,South Africa,Government of South Africa,2/1/1978,6/26/1985,4,Africa,3,Intrastate ,191.85,296.2,1335.46,1978,2
353,South Africa,Government of South Africa,2/1/1978,6/26/1985,4,Africa,3,Intrastate ,191.85,296.2,1335.46,1978,2
354,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
355,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
356,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
357,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
358,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
359,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
360,India,Government of India,4/26/1979,7/31/1982,3,Asia,3,Intrastate ,107.09,167.35,808.6,1979,4
361,India,Government of India,4/26/1979,12/31/1993,3,Asia,3,Intrastate ,466.45,776.8,3754.09,1979,4
362,India,Government of India,4/26/1979,12/31/1993,3,Asia,3,Intrastate ,466.45,776.8,3754.09,1979,4
363,India,Government of India,4/26/1979,12/31/1993,3,Asia,3,Intrastate ,466.45,776.8,3754.09,1979,4
364,India,Government of India,4/26/1979,12/31/1993,3,Asia,3,Intrastate ,466.45,776.8,3754.09,1979,4
365,India,Government of India,4/26/1979,12/31/1998,3,Asia,3,Intrastate ,1229.23,2192.69,9181.43,1979,4
366,India,Government of India,4/26/1979,12/31/1998,3,Asia,3,Intrastate ,1229.23,2192.69,9181.43,1979,4
367,India,Government of India,4/26/1979,12/31/1998,3,Asia,3,Intrastate ,1229.23,2192.69,9181.43,1979,4
368,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
369,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
370,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
371,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
372,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
373,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
374,India,Government of India,4/26/1979,7/21/2003,3,Asia,3,Intrastate ,993.32,1708.5,9188.15,1979,4
375,Kenya,Government of Kenya,8/1/1982,8/1/1982,4,Africa,3,Intrastate ,107.09,167.35,808.6,1982,8
376,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
377,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
378,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
379,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
380,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
381,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
382,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
383,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
384,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
385,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
386,India,Government of India,9/20/1981,12/31/1983,3,Asia,3,Intrastate ,164.93,278.6,1258.64,1981,9
387,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
388,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
389,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
390,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
391,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
392,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
393,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
394,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
395,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
396,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
397,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
398,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
399,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
400,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
401,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
402,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
403,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
404,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
405,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
406,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
407,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
408,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
409,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
410,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
411,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
412,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
413,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
414,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
415,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
416,Turkey,Government of Turkey,5/1/1983,8/15/1984,2,Middle East,3,Intrastate ,164.14,250.37,1211.9,1983,5
417,Turkey,Government of Turkey,5/1/1983,7/30/2015,2,Middle East,3,Intrastate ,2103.84,5128.28,17689.86,1983,5
